Incident,Date,Offense Type,Premise
43145717,4/6/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
43137517,4/6/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
43154817,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43165517,4/6/2017,Aggravated Assault (Deadly Weapon),Apartment
43166117,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43166317,4/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
43171417,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43174017,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
42953517,4/6/2017,Aggravated Assault (Deadly Weapon),Strip Business Center Parking Lot
42961417,4/6/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
42965617,4/6/2017,Capias / Old Warrants / New Traffic,Residence or House
42966817,4/6/2017,Assault (Police Officer)-Bodily Force (H),Apartment
42971017,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43036617,4/6/2017,Sexual Assault (Other Penetration)(Child),Apartment
43234117,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43235517,4/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
43238917,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
42809117,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
42814617,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bus Stop
42820417,4/6/2017,Abandoning or Endangering a Child,Apartment Parking Lot
43017117,4/6/2017,Theft From Person (Unclassified) - Robbery,"Other, Unknown, or Not Listed"
43006817,4/6/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
43011017,4/6/2017,Investigation - Assault,Nursing Home
43020117,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43023017,4/6/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
43025317,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43082317,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
42996517,4/6/2017,Investigation - Family Violence,Residence or House
42806317,4/6/2017,Municipal / City Ordinance (All Others),Residence or House
42784617,4/6/2017,Unlawful Carry - Handgun             (UCW),Convenience Store Parking Lot
42787017,4/6/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
42796017,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Other Residential (Apartment,Dorms)"
42800917,4/6/2017,Fam Viol - Burg of Resid to Commit Assault,Apartment
42780517,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
42851517,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Middle School
42905217,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43215617,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43210717,4/6/2017,Fam Viol - Harassment - By Other Means (T),"Hotel, Motel, Inn, Etc."
43195717,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43199517,4/6/2017,Aggravated Assault (Deadly Weapon),Apartment
43199717,4/6/2017,Terroristic Threat by Other Means (T),Apartment
43396517,4/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43397117,4/7/2017,Investigation - Assault,Miscellaneous Business (Non-Specific)
43394517,4/7/2017,Criminal Mischief (Unclassified) < $1500,Apartment
43343317,4/7/2017,Investigation - Family Violence,Apartment
43404717,4/7/2017,Fam Viol - S.B.Injury - Agg Assault (H),Driveway
43407217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43411817,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Warehouse
43412517,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43412717,4/7/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
43541217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43545917,4/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
43546017,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43546817,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43563917,4/7/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
43565317,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
43565817,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43567817,4/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
43573517,4/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
43574817,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Service or Gas Station
43568617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43572617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43575917,4/7/2017,Assault (A/C) Bodily Force (H),Apartment Parking Lot
43578617,4/7/2017,Juvenile Abuse / Referrals,Residence or House
43969617,4/7/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
44886417,4/7/2017,Sexual Assault (Fondling) - Felony,Apartment
44392717,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43449517,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
43436017,4/7/2017,Fam Viol - Harassment - By Other Means (T),Apartment
43438717,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria Parking Lot
43547817,4/7/2017,Violation of a Protective Order,Residence or House
43366517,4/7/2017,Municipal / City Ordinance (All Others),Residence or House
43367617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43345017,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43346617,4/7/2017,Theft - All Other Items (Miscellaneous),Residence or House
43727417,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43697217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43702617,4/7/2017,Assault (Police Officer)-Bodily Force (H),Residence or House
43707717,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43721517,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Mall Parking Lot
43496217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44878117,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Driveway
44117617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43662717,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
43662817,4/7/2017,Investigation - Family Violence,Apartment
43672117,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43679017,4/7/2017,Investigation - Family Violence,Residence or House
43675617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43681817,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43688017,4/7/2017,Capias / Old Warrants / New Traffic,Residence or House
43690717,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Convenience Store
43694017,4/7/2017,Investigation - Family Violence,Apartment
43305817,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
43319417,4/7/2017,Murder,"Multi-Plex Home (Duplex,Triplex Etc.)"
43325317,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43329417,4/7/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
43298117,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43299117,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43429517,4/7/2017,Investigation - Family Violence,Residence or House
43505017,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Convenience Store
43510917,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
43515017,4/7/2017,Terroristic Threat by Other Means (T),Apartment
43710117,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43645617,4/7/2017,Investigation - Family Violence,Residence or House
47796217,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44306217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
45326917,4/7/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
45646517,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44547217,4/7/2017,Juvenile Abuse / Referrals,Apartment
43245417,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43249317,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43259717,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
43260317,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43260617,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43272117,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
43273017,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
46223517,4/7/2017,Juvenile Abuse / Referrals,"Other, Unknown, or Not Listed"
46030217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43372517,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43279617,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
43284217,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43286317,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43289017,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43601817,4/7/2017,Investigation - Family Violence,Highway or Freeway
43588817,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43590617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43593617,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43595517,4/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
43596917,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43619017,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
43627117,4/7/2017,Aggravated Assault (Deadly Weapon),Apartment
43385317,4/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bus Stop
43641717,4/7/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
48321117,4/7/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
54402217,4/7/2017,Harassment - By Other Means (T),Convenience Store Parking Lot
48050517,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
43847817,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
44129117,4/8/2017,Criminal Mischief (Unclassified) < $1500,Apartment
43798217,4/8/2017,Mental Illness,Residence or House
43803617,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43804317,4/8/2017,Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
43881217,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
43883317,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43887317,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43905317,4/8/2017,Assault (A/C) Bodily Force (H),Residence or House
43906717,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
43909317,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Driveway
43764817,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Other Parking Lot
43771517,4/8/2017,Theft - All Other Items (Miscellaneous),Apartment
43778217,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
43780517,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
43782317,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43784617,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43785717,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
43789817,4/8/2017,Fam Viol - Stalking - By Other Means (T),Highway or Freeway
43795817,4/8/2017,Theft - All Other Items (Miscellaneous),Apartment
44012117,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Convenience Store
44018417,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
44018517,4/8/2017,Assault (A/C) Bodily Force (H),Residence or House
44020817,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44040117,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44041617,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
43914217,4/8/2017,"PCS - Felony -Opium,Cocaine,Derivat (Poss)","Hotel, Motel, Inn, Etc."
43925217,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44570317,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44189717,4/8/2017,Burglary Habitation,Residence or House
44181717,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44048817,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
43870717,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43874417,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
44135317,4/8/2017,Sexual Assault (Fondling) - Felony,Apartment
43756217,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
43758017,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43759717,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
43820017,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44828817,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44118117,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44120617,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44123117,4/8/2017,Assault (A/C) Bodily Force (H),Apartment Parking Lot
44130517,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44131917,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44102117,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44107417,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44113217,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43974517,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
43976117,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43987117,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
43994217,4/8/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
43995317,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
44000117,4/8/2017,Aggravated Assault (Deadly Weapon),Driveway
44376517,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
43714117,4/8/2017,Interference with Child Custody,Restaurant or Cafeteria Parking Lot
43726017,4/8/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
43848117,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43853217,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
43864517,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
43868817,4/8/2017,Capias / Old Warrants / New Traffic,"Road, Street, or Sidewalk"
43869717,4/8/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
43991117,4/8/2017,Investigation - Family Violence,Hospital
43761517,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hospital Parking Lot
43856317,4/8/2017,Aggravated Assault (Deadly Weapon),Other Parking Lot
48356717,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
23405823,4/8/2017,Juvenile Abuse / Referrals,Residence or House
44904717,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
44168617,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44145817,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44147017,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44147517,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hotel or Motel Parking Lot
44156517,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bar or Night Club
44161717,4/8/2017,Aggravated Assault (Deadly Weapon),"Hotel, Motel, Inn, Etc."
44271117,4/8/2017,Fam Viol-Terroristic Threat Other Means(T),"Other, Unknown, or Not Listed"
43945017,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
43946017,4/8/2017,Aggravated Assault (Deadly Weapon),Apartment
43951717,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bar or Night Club Parking Lot
43926517,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Single Occ Resd(House,Townhs,Dplex)"
43941917,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
43942717,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Miscellaneous Business (Non-Specific)
44059317,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44063217,4/8/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
44066117,4/8/2017,Aggravated Assault (Deadly Weapon),Airport Terminal
44067717,4/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
44071917,4/8/2017,Assault (A/C) Bodily Force (H),Apartment
44090317,4/8/2017,Assault (A/C) Bodily Force (H),Residence or House
44090917,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44077417,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44082117,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44084217,4/8/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
44086817,4/8/2017,Investigation - Family Violence,Apartment
43742317,4/8/2017,Investigation - Family Violence,Residence or House
43732817,4/8/2017,Investigation - Family Violence,Residence or House
43734317,4/8/2017,Investigation - Family Violence,Apartment
43735017,4/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44265317,4/9/2017,Aggravated Assault (Deadly Weapon),"Hotel, Motel, Inn, Etc."
44266417,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
44260717,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44261317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44265217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44243317,4/9/2017,Investigation - Sexual Assault - Rape,"Road, Street, or Sidewalk"
44244017,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria
44246217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
44246717,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44236317,4/9/2017,Fam Viol - S.B.Injury - Agg Assault (H),Apartment
44227017,4/9/2017,Aggravated Assault (Deadly Weapon),Apartment
44237917,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44176917,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
44269217,4/9/2017,Investigation - Family Violence,Apartment
44270317,4/9/2017,Aggravated Assault (Deadly Weapon),Residence or House
44602517,4/9/2017,Aggravated Assault (Deadly Weapon),Apartment
44448217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44451717,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Driveway
44460617,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Church, Synagogue, or Temple"
44462017,4/9/2017,Aggravated Assault (Deadly Weapon),Apartment
44464717,4/9/2017,Criminal Mischief (Auto) < $1500 Loss,"Road, Street, or Sidewalk"
44469317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44476817,4/9/2017,Aggravated Assault (Deadly Weapon),Apartment
44470817,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Highway or Freeway
44486817,4/9/2017,Investigation - Family Violence,Residence or House
44491817,4/9/2017,Aggravated Assault (Deadly Weapon),Residence or House
44379317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44363517,4/9/2017,Investigation - Family Violence,Apartment
44369617,4/9/2017,Fam Viol-Terroristic Threat Other Means(T),Department or Discount Store
44384417,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44387217,4/9/2017,Robbery,Strip Business Center Parking Lot
44387717,4/9/2017,Investigation - Sexual Assault - Rape,Hospital
44391317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44391717,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44395017,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44391017,4/9/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment Parking Lot
44402317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44403917,4/9/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
44399017,4/9/2017,Fam Viol-Terroristic Threat Other Means(T),"Other, Unknown, or Not Listed"
44400417,4/9/2017,Assault (A/C) Bodily Force (H),Bar or Night Club Parking Lot
44497517,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44498117,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44503717,4/9/2017,Discharging Firearms within City Limits,Apartment
44504517,4/9/2017,Assault (A/C) Bodily Force (H),Apartment
44514517,4/9/2017,Abandoning or Endangering a Child,Residence or House
44521717,4/9/2017,Burglary Habitation,Apartment
44522317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44529417,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44526317,4/9/2017,Assault (A/C) Bodily Force (H),Residence or House
44534917,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Other, Unknown, or Not Listed"
44826517,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44841817,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44847017,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44317817,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44321817,4/9/2017,Disturbing The Peace (Miscellaneous),Residence or House
44345617,4/9/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
44346617,4/9/2017,Aggravated Assault (Deadly Weapon),Residence or House
44353717,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44357117,4/9/2017,Investigation - Family Violence,Apartment Parking Lot
45334317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
46095517,4/9/2017,Aggravated Assault (Deadly Weapon),Apartment Rental Office
152215817,4/9/2017,Fam Viol - S.B.Injury - Agg Assault (H),Residence or House
46596017,4/9/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44339917,4/9/2017,Terroristic Threat by Other Means (T),Hospital
44288317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44180817,4/9/2017,Agg Assault (Impede Breath/Strangu) (H),"Road, Street, or Sidewalk"
44199617,4/9/2017,Fam Viol - Burg of Resid to Commit Assault,Apartment
44202117,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bar or Night Club
44205417,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Vehicle/Auto Sales/Lease/Auto Parts Store
44206217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44210317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bar or Night Club Parking Lot
44217417,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44220117,4/9/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44305817,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
44303417,4/9/2017,Investigation - Family Violence,Apartment
44274917,4/9/2017,Investigation - Family Violence,Residence or House
44287217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44290117,4/9/2017,Aggravated Assault (Deadly Weapon),Apartment
44291017,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Multi-Plex Home (Duplex,Triplex Etc.)"
44292317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44292817,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Church, Synagogue, or Temple"
44298117,4/9/2017,Fam Viol - Burg of Resid to Commit Assault,"Vacant Single Occ Resd(House,Townhs,Dplex)"
44410717,4/9/2017,Investigation - Family Violence,"Hotel, Motel, Inn, Etc."
44415117,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
44423917,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44424217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44425017,4/9/2017,Outside Fugitive - Harris Co or State Tx,Apartment
44426317,4/9/2017,Report Created In Error,Residence or House
44428117,4/9/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44428617,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
44429517,4/9/2017,Investigation - Family Violence,Apartment Parking Lot
44433517,4/9/2017,Mental Illness,Residence or House
44436717,4/9/2017,Abandoning or Endangering a Child,Apartment
44443617,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
44443817,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44445217,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44445917,4/9/2017,Agg Assault-Inj to Elderly/Disab (Family),"Road, Street, or Sidewalk"
44570517,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44568017,4/9/2017,Investigation - Family Violence,"Hotel, Motel, Inn, Etc."
44568717,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44574417,4/9/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
44580117,4/9/2017,Assault (A/C) Bodily Force (H),Bar or Night Club
44582317,4/9/2017,Investigation - Family Violence,Residence or House
44583817,4/9/2017,Investigation - Family Violence,Apartment
44548617,4/9/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
44549117,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44550317,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
44550917,4/9/2017,Agg Assualt-Injury to Child (Fam Member),"Road, Street, or Sidewalk"
44551017,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44551217,4/9/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
44554617,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Commercial Parking Lot or Garage
44554817,4/9/2017,Fam Viol - Burg of Resid to Commit Assault,Apartment
44557217,4/9/2017,Aggravated Assault (Deadly Weapon),Residence or House
44558117,4/9/2017,Aggravated Assault (Deadly Weapon),Residence or House
44558717,4/9/2017,Investigation - Family Violence,Residence or House
44722817,4/9/2017,Aggravated Assault (Deadly Weapon),Residence or House
44666918,4/9/2017,Sexual Assault (Force Intercourse),Residence or House
46051617,4/9/2017,Assault (A/C) Bodily Force (H),Residence or House
46150717,4/9/2017,Fam Viol - Harassment - By Other Means (T),Apartment
45631117,4/9/2017,Terroristic Threat by Other Means (T),Residence or House
45185017,4/9/2017,Fam Viol - Retaliation - By Threat (T),Apartment
44365417,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
