File Name,REGION,INST,UNDER 17,17,18,19,20,21,22,23,24,25,26-30,31-35,36-40,41-50,51-60,OVER 60,TOTAL,AVERAGE AGE,Validation Link
Inmate Characteristics Report FY 2019 Q4.pdf,TOTAL TOTAL,. 4,. 15,1 42,5 147,2 223,5 274,4 366,2 426 475,10 543,4 3487,32,33 3010,35 2571,27 3337 2362,7 962,4 171 18244,,34.5 38.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,MCIH,.,.,2,5,8,5,7,16,10 12,,92,98,91,127,101 52,626,,40.8,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,MCTC,.,.,14,26,39,61,76,84,90 97,,589,484,432,482,318 135,2927,,36.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,NBCI,.,.,.,2,2,6,11,14,17 15,,174,213,217,295,183 64,1213,,40.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,RCI,.,.,6,9,17,34,42,35,41 51,,322,306,248,295,232 107,1745,,38.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,WCI,.,.,2,4,11,7,19,22,15 42,,269,238,211,307,235 125,1507,,40.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,TOTAL,.,.,24,46,77,113,155,171 173,217,1446,,1339,1199,1506 1069,483,8018,,38.8,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,BCCC BCF CMCF DRCF,. . . .,. . . .,4 . 2 4,4 . 7 8,12 2 3 15,20 2 7 21,17 3 12 23,15 3 15 25,15 23 2 14 19 27 41,3 204,92 6 106,76 7 97 171,75 5 75 128,81 11 82 159,30 10 12 45 154 35,474 3 59 8 492 1015,,34.3 38.5 35.6 37.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,ECI-A,.,.,2,7,10,9,12,11,9 12,,108,104,68,109,97 26,584,,38.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,ECI-E,.,.,2,5,13,22,22,22,26 39,,286,226,210,255,195 83,1406,,38.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,ECI-W,.,.,.,17,22,26,39,53,47 44,,343,255,165,205,115 39,1370,,35.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,EPRU,.,.,.,2,2,1,.,4,4,6,27,26,16,27,25,6 146,,38.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,JCI,.,.,1,7,8,17,22,21,27 34,,237,197,172,341,281 142,1507,,41.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,MCIJ,.,.,3,5,8,12,16,13,20 17,,138,113,90,159,95 54,743,,39.2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,MCIW,.,.,.,1,6,4,12,15,24,19,143,134,101,134,81 27,701,,37.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,MRDCC SMPRU,. .,. .,1 .,4 1,10 1,6 .,11 7,6 3,8 13 6,8,60 27,39 24,28 25,33 25,26 21,6 251 2 150,,34.4 36.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,TOTAL,.,.,19,68,112,147,196,206 229,278,1777,,1469,1158,1621 1177,441,8898,,37.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,PATX-M,.,.,7,13,25,28,11,18,26 33,,180,134,139,153,100 29,896,,36.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,PATX-F TOTAL BCBIC MTC YDC TOTAL CHDU THRESH,. . . . 3 3 . .,. . . . 13 13 . .,. 7 1 . . 1 . .,. 13 3 1 . 4 1 1,. 25 . . . . 3 1,2 30 1 . . 1 2 1,. 11 5 2 . 7 4 .,1 19 2 1 . 3 8 .,. 26 33 2 2 . 4 11 2,. 6 . . 6 4 1,6 186 19 9 . 28 33 4,14 148 15 9 . 24 41 6,6 145 3 6 . 9 25 4,9 162 20 9 . 29 21 5,5 105 30 8 9 . 17 8 1,1 44 940 4 89 3 51 . 16 7 156 1 162 2 28,,37.9 36.4 36.0 39.3 16.8 35.1 33.4 35.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=17&page=1
Inmate Characteristics Report FY 2020 Q1.pdf,TOTAL TOTAL,. 3,. 13,. 51,2 133,4 218,3 294,4 373,8 407 445,13 539,5 3474,37,47 3027,29 2540,26 3344 2377,9 964,3 190 18202,,33.8 38.2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ae53f075e5836d06_3abff4f8a2b47ed6&schid=8036&row=18&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,WEST,MCIH,,.,.,3,6,10,12,8,21,14,12,105,113,110,147,106,52,719,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,MCTC NBCI,,. .,. .,5 1,29 2,34 7,58 5,83 7,81 15,97 19,89 17,576 178,455 217,410 232,471 296,328 188,146 71,2862 1255,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,RCI,,.,.,3,10,15,34,41,38,41,65,321,297,250,290,226,112,1743,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,WCI,,.,.,3,5,9,17,25,27,27,36,314,258,237,325,240,130,1653,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,TOTAL,,.,.,15,52,75,126,164,182,198,219,1494,1340,1239,1529,1088,511,8232,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,EAST,BCCC CMCF DRCF,,. . .,. . .,1 1 1,3 3 8,6 8 15,7 8 14,11 9 22,9 8 20,15 10 23,18 15 26,86 94 169,61 87 148,64 68 129,65 71 154,35 53 141,11 11 42,392 446 912,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,ECI-A,,.,.,.,4,6,5,8,13,13,9,78,103,79,87,76,30,511,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,ECI-E,,.,.,1,8,11,20,24,26,35,44,270,223,198,262,192,80,1394,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,ECI-W EPRU JCI MCIJ,,. . . .,. . . .,5 . 2 3,7 2 6 2,33 1 10 6,27 1 15 14,41 3 17 11,49 1 20 11,53 3 26 11,31 2 35 16,316 23 236 134,249 20 212 116,165 17 170 88,212 22 322 155,126 17 277 99,37 7 146 52,1351 119 1494 718,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,MCIW,,.,.,.,.,8,6,9,16,16,25,122,127,97,113,71,24,634,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,,MRDCC SMPRU,,. .,. .,7 .,11 .,14 .,10 3,15 3,15 3,14 3,11 3,92 20,53 24,46 21,38 9,33 13,6 6,365 108,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,PATX DPDS,TOTAL PATX-M PATX-F TOTAL BCBIC MTC YDC TOTAL,,. . . . . . . .,. . . . . . 19 19,21 5 . 5 3 . . 3,54 13 . 13 . 1 . 1,118 24 . 24 1 5 . 6,130 26 2 28 . 1 . 1,173 14 . 14 2 3 . 5,191 16 1 17 4 4 . 8,222 26 . 26 . . . .,235 25 . 25 1 1 . 2,1640 160 4 164 8 11 . 19,1423 124 14 138 12 14 . 26,1142 116 5 121 5 10 . 15,1510 151 10 161 7 9 . 16,1133 84 5 89 14 8 . 22,452 37 1 38 1 5 . 6,8444 821 42 863 58 72 19 149,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,OTHER,CHDU THRESH TOTAL,,. . .,. . .,. . .,2 2 4,3 3 6,1 1 2,4 . 4,4 2 6,3 2 5,8 . 8,31 4 35,40 1 41,25 3 28,36 3 39,10 3 13,4 . 4,171 24 195,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2020 Q3.pdf,GRAND,TOTAL,,.,19,44,124,229,287,360,404,451,489,3352,2968,2545,3255,2345,1011,17883,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=750a914faacaa502_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,WEST,MCIH MCTC,. .,. .,4 4,18,5,6 35,14 56,13 66,16 83,16 84,19 79,112 529,109 438,,116 376,146 451,109 305,54 148,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,NBCI,.,.,1,,2,6,4,8,12,17,20,181,226,,233,301,194,71,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,RCI,.,.,3,,5,15,30,38,31,39,52,310,286,,239,289,224,109,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,WCI,.,.,1,,5,9,15,20,27,30,32,291,259,,234,320,240,131,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,EAST,TOTAL BCCC CMCF,. . .,. . .,13 1 .,,35 2 3,71 4 4,119 3 3,145 9 8,169 10 3,186 10 6,202 7 7,1423 46 56,1318,1198 33 56,37 48,1507 48 51,1072 26 39,513 6 6,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,DRCF,.,.,1,,1,8,11,13,14,15,21,115,119,,105,107,107,32,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,ECI-A,.,.,.,,2,4,2,8,11,8,6,65,,78,66,60,55,19,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,ECI-E,.,.,1,,6,13,17,29,32,37,38,275,236,,188,253,181,83,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,ECI-W,.,.,3,,4,21,20,35,39,41,32,280,225,,163,204,123,40,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,EPRU JCI,. .,. .,. 1,,. 4,. 8,. 13,1 13,1 21,1 21,3 30,11 207,197,10,11 171,14 315,9 274,4 146,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,MCIJ MCIW MRDCC SMPRU,. . . .,. . . .,2 . 10 .,11,2 . .,4 2 10 .,15 12 14 1,8 6 12 2,14 10 14 1,13 15 10 2,12 19 15 1,120 100 82 10,123 130,73 12,82 85 70 10,149 105 51 6,94 57 32 9,53 23 6 2,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,PATX,TOTAL PATX-M TOTAL,. . .,. . .,19 4 4,,35 9 9,78 22 22,111 25 25,144 13 13,170 18 18,179 17 17,191 22 22,1367 155 155,1292 118 118,1036,110 110,1363 135 135,1006 76 76,420 29 29,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,DPDS,BCBIC MTC YDC TOTAL,. . . .,. . 12 12,. . . .,,. 1 . 1,. 1 . 1,. . . .,. . . .,1 1 . 2,2 . . 2,. 1 . 1,4 . 10,6,8 4 . 12,7 1 . 8,4 5 . 9,5 6 . 11,. 2 . 2,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,OTHER,CHDU,.,.,2,,7,7,10,10,15,16,9,111,,89,64,60,33,8,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,,THRESH TOTAL,. .,. .,. 2,,1 8,1 8,. 10,. 10,. 15,1 17,. 9,. 111,,. 89,1 65,. 60,1 34,. 8,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2020 Q4.pdf,GRAND TOTAL,,.,12,38,88,180,,265,312,374,401,425,3066,2829,2417,,3074,2199,972,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=eeade73a0fd7a65e_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,WEST,MCIH,,.,.,1,9,9,9,20,8,18,15,118,115,115,139,113,53,742,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,MCTC,,.,.,7,16,30,45,72,82,73,79,489,408,367,435,292,148,2543,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,NBCI,,.,.,2,1,3,3,10,14,11,20,158,207,212,283,182,63,1169,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,RCI,,.,.,1,7,14,22,35,31,37,48,290,286,220,292,225,113,1621,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,WCI,,.,.,.,3,10,20,13,26,33,20,285,265,230,323,236,136,1600,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,EAST,TOTAL BCCC CMCF DRCF ECI-A,,. . . . .,. . . . .,11 2 . 2 1,36 2 2 1 2,66 2 4 5 2,99 4 2 11 3,150 5 8 12 8,161 10 3 14 15,172 5 6 16 12,182 5 4 14 7,1340 42 48 116 59,1281 22 46 95 64,1144 27 52 97 61,1472 44 50 113 60,1048 27 45 98 48,513 5 7 32 18,7675 202 277 626 360,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,ECI-E,,.,.,1,5,10,19,23,30,30,31,266,237,173,250,176,85,1336,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,ECI-W,,.,.,2,6,18,20,30,32,37,30,250,234,160,195,124,38,1176,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,EPRU,,.,.,.,.,.,.,2,2,1,4,16,17,12,18,12,2,86,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,JCI,,.,.,3,1,9,15,15,18,21,27,203,203,165,312,275,148,1415,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,MCIJ,,.,.,1,5,1,14,12,15,7,21,111,128,89,142,99,58,703,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,MCIW,,.,.,.,.,2,8,7,11,15,15,89,123,69,103,57,24,523,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,MRDCC,,.,.,2,7,3,6,12,7,11,9,58,63,50,53,21,4,306,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,,SMPRU,,.,.,.,1,2,1,3,2,3,2,17,19,14,14,11,3,92,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,PATX,TOTAL PATX-M TOTAL,,. . .,. . .,14 2 2,32 9 9,58 15 15,103 17 17,137 13 13,159 15 15,164 14 14,169 15 15,1275 133 133,1251 104 104,969 98 98,1354 123 123,993 63 63,424 28 28,7102 649 649,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,DPDS,BCBIC MTC YDC TOTAL,,. . . .,. . 6 6,. . . .,. 2 . 2,2 1 . 3,1 . . 1,1 . . 1,3 1 . 4,2 . . 2,. 1 . 1,8 6 . 14,13 8 . 21,10 . . 10,9 6 . 15,9 8 . 17,. 1 . 1,58 34 6 98,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,OTHER,CHDU TOTAL,,. .,. .,1 1,1 1,7 7,14 14,13 13,9 9,16 16,16 16,90 90,99 99,82 82,71 71,36 36,8 8,463 463,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2021 Q1.pdf,GRAND,TOTAL,,.,6,28,80,149,234,314,348,368,383,2852,2756,2303,3035,2157,974,15987,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8036&row=17&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,WEST,MCIH,,.,.,1,10,9,10,19,16,20,24,157,142,130,163,140,65,906,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,MCTC,,.,.,4,6,19,37,50,49,55,59,368,314,299,363,250,124,1997,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,NBCI,,.,.,2,2,2,4,8,9,14,14,151,205,202,290,184,60,1147,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,RCI,,.,.,1,3,12,18,33,30,29,40,277,274,209,283,222,111,1542,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=3&page=1
